current_path,kind,title,action,target_path,asset_id,reason,batch
skills/engineering-insight-distillation/references/04-适用边界与错误泛化.md,md,适用边界与错误泛化,keep,skills/engineering-insight-distillation/references/04-适用边界与错误泛化.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/references/05-查重冲突与经验演进.md,md,查重、冲突与经验演进,keep,skills/engineering-insight-distillation/references/05-查重冲突与经验演进.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/references/06-成熟度与版本治理.md,md,成熟度、生命周期与版本治理,keep,skills/engineering-insight-distillation/references/06-成熟度与版本治理.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/references/07-输出契约与质量门.md,md,输出契约与质量门,keep,skills/engineering-insight-distillation/references/07-输出契约与质量门.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/references/08-上下游协作边界.md,md,上下游协作边界,keep,skills/engineering-insight-distillation/references/08-上下游协作边界.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/references/09-运行模式与成本控制.md,md,运行模式与成本控制,keep,skills/engineering-insight-distillation/references/09-运行模式与成本控制.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/references/10-工程洞见注册表协议.md,md,工程洞见注册表协议,keep,skills/engineering-insight-distillation/references/10-工程洞见注册表协议.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/references/README.md,md,References,keep_review,skills/engineering-insight-distillation/references/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/engineering-insight-distillation/scripts/README.md,md,Scripts,keep_review,skills/engineering-insight-distillation/scripts/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/engineering-insight-distillation/scripts/eval.mjs,mjs,,keep,skills/engineering-insight-distillation/scripts/eval.mjs,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/README.md,md,Tests and Evaluation Fixtures,keep_review,skills/engineering-insight-distillation/tests/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/engineering-insight-distillation/tests/evals/README.md,md,Evals,keep_review,skills/engineering-insight-distillation/tests/evals/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/engineering-insight-distillation/tests/evals/pilot-01/EVAL_REPORT.md,md,engineering-insight-distillation v0.1.1 — 第一轮真实 Pilot Eval,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/EVAL_REPORT.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/METHODOLOGY.md,md,Eval Methodology,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/METHODOLOGY.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/baseline-outputs/EVAL-01.md,md,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/baseline-outputs/EVAL-01.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/baseline-outputs/EVAL-02.md,md,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/baseline-outputs/EVAL-02.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/baseline-outputs/EVAL-03.md,md,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/baseline-outputs/EVAL-03.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/baseline-outputs/EVAL-04.md,md,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/baseline-outputs/EVAL-04.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/baseline-outputs/EVAL-05.md,md,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/baseline-outputs/EVAL-05.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/baseline-outputs/EVAL-06.md,md,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/baseline-outputs/EVAL-06.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/baseline-outputs/EVAL-07.md,md,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/baseline-outputs/EVAL-07.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/cases/EVAL-01.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/cases/EVAL-01.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/cases/EVAL-02.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/cases/EVAL-02.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/cases/EVAL-03.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/cases/EVAL-03.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/cases/EVAL-04.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/cases/EVAL-04.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/cases/EVAL-05.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/cases/EVAL-05.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/cases/EVAL-06.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/cases/EVAL-06.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/cases/EVAL-07.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/cases/EVAL-07.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/scores/rubric-scores.csv,csv,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/scores/rubric-scores.csv,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/scores/rubric.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/scores/rubric.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/scores/summary.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/scores/summary.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/skill-outputs/EVAL-01.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/skill-outputs/EVAL-01.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/skill-outputs/EVAL-02.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/skill-outputs/EVAL-02.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/skill-outputs/EVAL-03.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/skill-outputs/EVAL-03.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/skill-outputs/EVAL-04.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/skill-outputs/EVAL-04.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/skill-outputs/EVAL-05.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/skill-outputs/EVAL-05.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/skill-outputs/EVAL-06.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/skill-outputs/EVAL-06.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-01/skill-outputs/EVAL-07.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-01/skill-outputs/EVAL-07.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-02/EVAL_REPORT.md,md,Pilot 02 — Screening Mode,keep,skills/engineering-insight-distillation/tests/evals/pilot-02/EVAL_REPORT.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-02/expected-decisions.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-02/expected-decisions.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-02/screening-outputs/EVAL-01.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-02/screening-outputs/EVAL-01.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-02/screening-outputs/EVAL-02.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-02/screening-outputs/EVAL-02.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-02/screening-outputs/EVAL-03.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-02/screening-outputs/EVAL-03.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-02/screening-outputs/EVAL-04.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-02/screening-outputs/EVAL-04.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-02/screening-outputs/EVAL-05.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-02/screening-outputs/EVAL-05.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-02/screening-outputs/EVAL-06.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-02/screening-outputs/EVAL-06.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/pilot-02/screening-outputs/EVAL-07.json,json,,keep,skills/engineering-insight-distillation/tests/evals/pilot-02/screening-outputs/EVAL-07.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/rubric.json,json,,keep,skills/engineering-insight-distillation/tests/evals/rubric.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/sample-rubric-scores.json,json,,keep,skills/engineering-insight-distillation/tests/evals/sample-rubric-scores.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/sample-trigger-predictions.json,json,,keep,skills/engineering-insight-distillation/tests/evals/sample-trigger-predictions.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/evals/trigger-cases.json,json,,keep,skills/engineering-insight-distillation/tests/evals/trigger-cases.json,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/fixtures/conflicting-evidence.yaml,yaml,,keep,skills/engineering-insight-distillation/tests/fixtures/conflicting-evidence.yaml,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/fixtures/duplicate-insight.yaml,yaml,,keep,skills/engineering-insight-distillation/tests/fixtures/duplicate-insight.yaml,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/fixtures/insufficient-evidence.yaml,yaml,,keep,skills/engineering-insight-distillation/tests/fixtures/insufficient-evidence.yaml,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/fixtures/maturity-lifecycle-separation.yaml,yaml,,keep,skills/engineering-insight-distillation/tests/fixtures/maturity-lifecycle-separation.yaml,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/fixtures/over-generalized-output.yaml,yaml,,keep,skills/engineering-insight-distillation/tests/fixtures/over-generalized-output.yaml,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/fixtures/over-specific-output.yaml,yaml,,keep,skills/engineering-insight-distillation/tests/fixtures/over-specific-output.yaml,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/engineering-insight-distillation/tests/fixtures/valid-candidate.yaml,yaml,,keep,skills/engineering-insight-distillation/tests/fixtures/valid-candidate.yaml,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/microsoft-dev-tunnels/README.md,md,Microsoft Dev Tunnels Skill,keep_review,skills/microsoft-dev-tunnels/README.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/microsoft-dev-tunnels/SKILL.md,md,Microsoft Dev Tunnels,keep_review,skills/microsoft-dev-tunnels/SKILL.md,,实现资产保留，校准导航、状态和关联文档,01-control-plane
skills/microsoft-dev-tunnels/agents/openai.yaml,yaml,,keep,skills/microsoft-dev-tunnels/agents/openai.yaml,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/microsoft-dev-tunnels/references/custom-gpt-actions.md,md,Custom GPT Actions,keep,skills/microsoft-dev-tunnels/references/custom-gpt-actions.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/microsoft-dev-tunnels/references/mvp-runbook.md,md,MVP Runbook,keep,skills/microsoft-dev-tunnels/references/mvp-runbook.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/microsoft-dev-tunnels/references/official-cli-baseline.md,md,Official CLI Baseline,keep,skills/microsoft-dev-tunnels/references/official-cli-baseline.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/microsoft-dev-tunnels/references/security-and-limits.md,md,Security and Limits,keep,skills/microsoft-dev-tunnels/references/security-and-limits.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
skills/microsoft-dev-tunnels/references/troubleshooting.md,md,Troubleshooting,keep,skills/microsoft-dev-tunnels/references/troubleshooting.md,,当前实现或测试证据，不因知识重构修改,implementation-frozen
tsconfig.base.json,json,,keep_review,tsconfig.base.json,,保留并在相关批次复核,01-control-plane
,md,什么是 ChatGPT：产品、模型与 Agent 入口,materialize,docs/knowledge/02_基础产品与能力/CAP-001-什么是ChatGPT-产品模型与Agent入口.md,CAP-001,基于官方产品事实、仓库实现与已接受知识综合生成正式正文,03a-chatgpt-custom-gpt
,md,ChatGPT 产品形态与能力边界,materialize,docs/knowledge/02_基础产品与能力/CAP-002-ChatGPT产品形态与能力边界.md,CAP-002,基于官方产品事实、仓库实现与已接受知识综合生成正式正文,03a-chatgpt-custom-gpt
,md,ChatGPT 配置、权限与使用基线,materialize,docs/knowledge/02_基础产品与能力/CAP-003-ChatGPT配置权限与使用基线.md,CAP-003,基于官方产品事实、仓库实现与已接受知识综合生成正式正文,03a-chatgpt-custom-gpt
,md,Custom GPT 产品能力与边界,materialize,docs/knowledge/02_基础产品与能力/CAP-004-CustomGPT产品能力与边界.md,CAP-004,基于官方产品事实、仓库实现与已接受知识综合生成正式正文,03a-chatgpt-custom-gpt
,md,Custom GPT Instructions、Knowledge、Actions 与发布配置,materialize,docs/knowledge/02_基础产品与能力/CAP-005-CustomGPT-Instructions-Knowledge-Actions与发布配置.md,CAP-005,基于官方产品事实、仓库实现与已接受知识综合生成正式正文,03a-chatgpt-custom-gpt
,md,Codex 产品与执行体系,materialize,docs/knowledge/02_基础产品与能力/CAP-006-Codex产品与执行体系.md,CAP-006,基于官方产品事实、仓库实现、已接受知识和工程证据综合生成正式正文,03bc-codex-and-agent-theory
,md,Codex 配置、权限与执行基线,materialize,docs/knowledge/02_基础产品与能力/CAP-007-Codex配置权限与执行基线.md,CAP-007,基于官方产品事实、仓库实现、已接受知识和工程证据综合生成正式正文,03bc-codex-and-agent-theory
,md,Agent 扩展与治理：AGENTS、Rules、Skills、Hooks、MCP 与 Plugins,materialize,docs/knowledge/02_基础产品与能力/CAP-008-Agent扩展与治理-AGENTSRulesSkillsHooksMCP与Plugins.md,CAP-008,基于官方产品事实、仓库实现、已接受知识和工程证据综合生成正式正文,03bc-codex-and-agent-theory
,md,从 AI 工具到 Agent 工程平台,materialize,docs/knowledge/03_架构思想与理论/THY-001-从AI工具到Agent工程平台.md,THY-001,基于官方产品事实、仓库实现、已接受知识和工程证据综合生成正式正文,03bc-codex-and-agent-theory
,md,AI 开发范式演进,materialize,docs/knowledge/03_架构思想与理论/THY-002-AI开发范式演进.md,THY-002,基于官方产品事实、仓库实现、已接受知识和工程证据综合生成正式正文,03bc-codex-and-agent-theory
,md,Agent + Skills 开发范式,materialize,docs/knowledge/03_架构思想与理论/THY-003-Agent与Skills开发范式.md,THY-003,基于官方产品事实、仓库实现、已接受知识和工程证据综合生成正式正文,03bc-codex-and-agent-theory
,md,DDD 与 Agent 系统边界建模,materialize,docs/knowledge/03_架构思想与理论/THY-004-DDD与Agent系统边界建模.md,THY-004,基于官方产品事实、仓库实现、已接受知识和工程证据综合生成正式正文,03bc-codex-and-agent-theory
,md,可信 Agent 系统基本原则,materialize,docs/knowledge/03_架构思想与理论/THY-005-可信Agent系统基本原则.md,THY-005,基于官方产品事实、仓库实现、已接受知识和工程证据综合生成正式正文,03bc-codex-and-agent-theory
,md,项目方法论与可复用工程启发,materialize,docs/knowledge/03_架构思想与理论/THY-006-项目方法论与可复用工程启发.md,THY-006,基于官方产品事实、仓库实现、已接受知识和工程证据综合生成正式正文,03bc-codex-and-agent-theory
,md,多窗口多角色多任务并行架构,materialize,docs/knowledge/04_平台架构/ARC-007-多窗口多角色多任务并行架构.md,ARC-007,基于已接受架构、真实实现、治理规则与历史知识综合生成正式正文,04-platform-architecture-and-knowledge-system
,md,ai-agent-platform-DDD领域蓝图,materialize,docs/knowledge/04_平台架构/ARC-008-ai-agent-platform-DDD领域蓝图/README.md,ARC-008,基于已接受架构、真实实现、治理规则与历史知识综合生成正式正文,04-platform-architecture-and-knowledge-system
,md,轻量Task-Control架构,materialize,docs/knowledge/04_平台架构/ARC-009-轻量Task-Control架构/README.md,ARC-009,基于已接受架构、真实实现、治理规则与历史知识综合生成正式正文,04-platform-architecture-and-knowledge-system
,md,Execution-Lane执行通道模型,materialize,docs/knowledge/04_平台架构/ARC-010-Execution-Lane执行通道模型/README.md,ARC-010,基于已接受架构、真实实现、治理规则与历史知识综合生成正式正文,04-platform-architecture-and-knowledge-system
,md,Git-Branch-Worktree与任务隔离,materialize,docs/knowledge/04_平台架构/ARC-011-Git-Branch-Worktree与任务隔离.md,ARC-011,基于已接受架构、真实实现、治理规则与历史知识综合生成正式正文,04-platform-architecture-and-knowledge-system
,md,Agent-Profile与Skills资产化,materialize,docs/knowledge/04_平台架构/ARC-012-Agent-Profile与Skills资产化/README.md,ARC-012,基于已接受架构、真实实现、治理规则与历史知识综合生成正式正文,04-platform-architecture-and-knowledge-system
,md,审批证据与副作用账本,materialize,docs/knowledge/04_平台架构/ARC-013-审批证据与副作用账本/README.md,ARC-013,基于已接受架构、真实实现、治理规则与历史知识综合生成正式正文,04-platform-architecture-and-knowledge-system
,md,健康与恢复治理架构,materialize,docs/knowledge/04_平台架构/ARC-014-健康与恢复治理架构/README.md,ARC-014,基于已接受架构、真实实现、治理规则与历史知识综合生成正式正文,04-platform-architecture-and-knowledge-system
,md,架构能力与仓库实现映射,materialize,docs/knowledge/04_平台架构/ARC-016-架构能力与仓库实现映射.md,ARC-016,基于已接受架构、真实实现、治理规则与历史知识综合生成正式正文,04-platform-architecture-and-knowledge-system
,md,AGENTS上下文契约与跨平台治理,materialize,docs/knowledge/05_上下文与知识系统/KNO-001-AGENTS上下文契约与跨平台治理.md,KNO-001,基于已接受架构、真实实现、治理规则与历史知识综合生成正式正文,04-platform-architecture-and-knowledge-system
,md,多级领域上下文架构,materialize,docs/knowledge/05_上下文与知识系统/KNO-002-多级领域上下文架构.md,KNO-002,基于已接受架构、真实实现、治理规则与历史知识综合生成正式正文,04-platform-architecture-and-knowledge-system
,md,上下文Token与证据治理,materialize,docs/knowledge/05_上下文与知识系统/KNO-003-上下文Token与证据治理.md,KNO-003,基于已接受架构、真实实现、治理规则与历史知识综合生成正式正文,04-platform-architecture-and-knowledge-system
,md,Custom-GPT内置知识外部知识与记忆,materialize,docs/knowledge/05_上下文与知识系统/KNO-004-Custom-GPT内置知识外部知识与记忆.md,KNO-004,基于已接受架构、真实实现、治理规则与历史知识综合生成正式正文,04-platform-architecture-and-knowledge-system
,md,项目知识生命周期,materialize,docs/knowledge/05_上下文与知识系统/KNO-005-项目知识生命周期/README.md,KNO-005,基于已接受架构、真实实现、治理规则与历史知识综合生成正式正文,04-platform-architecture-and-knowledge-system
,md,Knowledge-Pack设计,materialize,docs/knowledge/05_上下文与知识系统/KNO-006-Knowledge-Pack设计.md,KNO-006,基于已接受架构、真实实现、治理规则与历史知识综合生成正式正文,04-platform-architecture-and-knowledge-system
,md,平台资产关联模型,materialize,docs/knowledge/05_上下文与知识系统/KNO-007-平台资产关联模型.md,KNO-007,基于已接受架构、真实实现、治理规则与历史知识综合生成正式正文,04-platform-architecture-and-knowledge-system
,md,知识与资产变更影响分析,materialize,docs/knowledge/05_上下文与知识系统/KNO-008-知识与资产变更影响分析.md,KNO-008,基于已接受架构、真实实现、治理规则与历史知识综合生成正式正文,04-platform-architecture-and-knowledge-system
,md,项目会话知识综合与仓库沉淀,materialize,docs/knowledge/05_上下文与知识系统/KNO-009-项目会话知识综合与仓库沉淀.md,KNO-009,基于已接受架构、真实实现、治理规则与历史知识综合生成正式正文,04-platform-architecture-and-knowledge-system
,md,工程洞见提炼与注册表治理,materialize,docs/knowledge/05_上下文与知识系统/KNO-010-工程洞见提炼与注册表治理.md,KNO-010,基于已接受架构、真实实现、治理规则与历史知识综合生成正式正文,04-platform-architecture-and-knowledge-system
,md,产品孵化与需求治理体系,materialize,docs/knowledge/04_平台架构/ARC-017-产品孵化与需求治理体系/README.md,ARC-017,基于已接受架构、知识系统、项目实践与治理规则综合生成正式正文,05-agent-assets-and-workflow-governance
,md,项目治理与汇报架构,materialize,docs/knowledge/04_平台架构/ARC-018-项目治理与汇报架构.md,ARC-018,基于已接受架构、知识系统、项目实践与治理规则综合生成正式正文,05-agent-assets-and-workflow-governance
,md,Agent角色体系,materialize,docs/knowledge/06_智能体资产体系/AGT-001-Agent角色体系.md,AGT-001,基于已接受架构、知识系统、项目实践与治理规则综合生成正式正文,05-agent-assets-and-workflow-governance
,md,Agent-Profile设计规范,materialize,docs/knowledge/06_智能体资产体系/AGT-002-Agent-Profile设计规范.md,AGT-002,基于已接受架构、知识系统、项目实践与治理规则综合生成正式正文,05-agent-assets-and-workflow-governance
,md,Agent知识记忆与行为模型,materialize,docs/knowledge/06_智能体资产体系/AGT-003-Agent知识记忆与行为模型.md,AGT-003,基于已接受架构、知识系统、项目实践与治理规则综合生成正式正文,05-agent-assets-and-workflow-governance
,md,Agent工具权限与审批边界,materialize,docs/knowledge/06_智能体资产体系/AGT-004-Agent工具权限与审批边界.md,AGT-004,基于已接受架构、知识系统、项目实践与治理规则综合生成正式正文,05-agent-assets-and-workflow-governance
,md,Agent-Skill设计与治理,materialize,docs/knowledge/06_智能体资产体系/AGT-005-Agent-Skill设计与治理.md,AGT-005,基于已接受架构、知识系统、项目实践与治理规则综合生成正式正文,05-agent-assets-and-workflow-governance
,md,多Agent协作角色模型,materialize,docs/knowledge/06_智能体资产体系/AGT-006-多Agent协作角色模型.md,AGT-006,基于已接受架构、知识系统、项目实践与治理规则综合生成正式正文,05-agent-assets-and-workflow-governance
,md,Agent评估测试与发布,materialize,docs/knowledge/06_智能体资产体系/AGT-007-Agent评估测试与发布.md,AGT-007,基于已接受架构、知识系统、项目实践与治理规则综合生成正式正文,05-agent-assets-and-workflow-governance
,md,专业智能体目录,materialize,docs/knowledge/06_智能体资产体系/AGT-008-专业智能体目录.md,AGT-008,基于已接受架构、知识系统、项目实践与治理规则综合生成正式正文,05-agent-assets-and-workflow-governance
,md,需求与产品孵化智能体,materialize,docs/knowledge/06_智能体资产体系/AGT-009-需求与产品孵化智能体.md,AGT-009,基于已接受架构、知识系统、项目实践与治理规则综合生成正式正文,05-agent-assets-and-workflow-governance
,md,项目治理与汇报智能体,materialize,docs/knowledge/06_智能体资产体系/AGT-010-项目治理与汇报智能体.md,AGT-010,基于已接受架构、知识系统、项目实践与治理规则综合生成正式正文,05-agent-assets-and-workflow-governance
,md,多角色任务合同,materialize,docs/knowledge/07_工作流与项目治理/WFL-005-多角色任务合同.md,WFL-005,基于已接受架构、知识系统、项目实践与治理规则综合生成正式正文,05-agent-assets-and-workflow-governance
,md,规划实现测试复审与集成,materialize,docs/knowledge/07_工作流与项目治理/WFL-006-规划实现测试复审与集成.md,WFL-006,基于已接受架构、知识系统、项目实践与治理规则综合生成正式正文,05-agent-assets-and-workflow-governance
,md,上下文Checkpoint与任务移交,materialize,docs/knowledge/07_工作流与项目治理/WFL-007-上下文Checkpoint与任务移交.md,WFL-007,基于已接受架构、知识系统、项目实践与治理规则综合生成正式正文,05-agent-assets-and-workflow-governance
,md,任务暂停恢复与安全终止,materialize,docs/knowledge/07_工作流与项目治理/WFL-008-任务暂停恢复与安全终止.md,WFL-008,基于已接受架构、知识系统、项目实践与治理规则综合生成正式正文,05-agent-assets-and-workflow-governance
,md,审批工作流,materialize,docs/knowledge/07_工作流与项目治理/WFL-009-审批工作流.md,WFL-009,基于已接受架构、知识系统、项目实践与治理规则综合生成正式正文,05-agent-assets-and-workflow-governance
,md,资产变更与关联同步工作流,materialize,docs/knowledge/07_工作流与项目治理/WFL-010-资产变更与关联同步工作流.md,WFL-010,基于已接受架构、知识系统、项目实践与治理规则综合生成正式正文,05-agent-assets-and-workflow-governance
,md,新产品孵化与资产生成工作流,materialize,docs/knowledge/07_工作流与项目治理/WFL-011-新产品孵化与资产生成工作流.md,WFL-011,基于已接受架构、知识系统、项目实践与治理规则综合生成正式正文,05-agent-assets-and-workflow-governance
,md,项目状态汇总与阶段汇报,materialize,docs/knowledge/07_工作流与项目治理/WFL-012-项目状态汇总与阶段汇报.md,WFL-012,基于已接受架构、知识系统、项目实践与治理规则综合生成正式正文,05-agent-assets-and-workflow-governance
,md,多平台执行器与Usher适配架构,materialize,docs/knowledge/04_平台架构/ARC-015-多平台执行器与Usher适配架构.md,ARC-015,基于真实实验、已接受架构、代码证据和来源索引生成正式正文,06-experiments-portfolio-references-and-path-closure
,md,Custom-GPT-Actions链路实验,materialize,docs/knowledge/08_实验与复盘/EXP-005-Custom-GPT-Actions链路实验/README.md,EXP-005,基于真实实验、已接受架构、代码证据和来源索引生成正式正文,06-experiments-portfolio-references-and-path-closure
,md,Gateway-Local-Runtime与Dev-Tunnels实验,materialize,docs/knowledge/08_实验与复盘/EXP-006-Gateway-Local-Runtime与Dev-Tunnels实验.md,EXP-006,基于真实实验、已接受架构、代码证据和来源索引生成正式正文,06-experiments-portfolio-references-and-path-closure
,md,Cloudflare路线替代复盘,materialize,docs/knowledge/08_实验与复盘/EXP-007-Cloudflare路线替代复盘.md,EXP-007,基于真实实验、已接受架构、代码证据和来源索引生成正式正文,06-experiments-portfolio-references-and-path-closure
,md,长上下文与知识综合复盘,materialize,docs/knowledge/08_实验与复盘/EXP-008-长上下文与知识综合复盘.md,EXP-008,基于真实实验、已接受架构、代码证据和来源索引生成正式正文,06-experiments-portfolio-references-and-path-closure
,md,健康恢复与任务快照实验,materialize,docs/knowledge/08_实验与复盘/EXP-009-健康恢复与任务快照实验.md,EXP-009,基于真实实验、已接受架构、代码证据和来源索引生成正式正文,06-experiments-portfolio-references-and-path-closure
